,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Fuel_Tank_Capacity,Fuel_Type,Height,Mileage,Length,Width,Body_Type,Doors,Kerb_Weight,Gears,Power,Speedometer,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Audiosystem,Basic_Warranty,Bluetooth,CD_/_MP3_/_DVD_Player,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Airbags,Parking_Assistance,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
226,Fiat,Avventura,Multijet Emotion,876341,1248.0,4.0,4.0,45.0,Diesel,1542.0,158.5,3989,1706.0,Crossover,5.0,1255.0,5,93,Analog,5.0,Fabric,Manual,2510.0,205/55R16,CD/MP3/DVD Player with USB & Aux-in,3,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",0,8895,24639,21921,13027,14555,10659,2592,10,0,0,0,0,0,0,0,0,0,0,0,0
227,Honda,Jazz,V Petrol,745000,1199.0,4.0,4.0,40.0,Petrol,1544.0,,3955,1694.0,Hatchback,5.0,1042.0,5,90,Analog,5.0,Fabric,Manual,2530.0,175/65R15,CD Player with USB & Aux-in,2,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,1,990,1589,3856,2305,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
228,Honda,Jazz,Vx Cvt,909000,1199.0,4.0,4.0,40.0,Petrol,1544.0,,3955,1694.0,Hatchback,5.0,1066.0,5,90,Analog,5.0,Fabric,Automatic,2530.0,175/65R15,CD Player with USB & Aux-in,2,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,0,0,2,0,3,0,1,1,0,0,0,0,1,0,1,0,1,0,1,86
229,Honda,Jazz,Vx Petrol,789000,1199.0,4.0,4.0,40.0,Petrol,1544.0,,3955,1694.0,Hatchback,5.0,1044.0,5,90,Analog,5.0,Fabric,Manual,2530.0,175/65R15,CD/MP3/DVD Player with USB & Aux-in,2,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,10
230,Honda,Jazz,V Cvt,865000,1199.0,4.0,4.0,40.0,Petrol,1544.0,,3955,1694.0,Hatchback,5.0,1064.0,5,90,Analog,5.0,Fabric,Automatic,2530.0,175/65R15,CD Player with USB & Aux-in,2,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
231,Honda,Jazz,S Diesel,816500,1498.0,4.0,4.0,40.0,Diesel,1544.0,,3955,1694.0,Hatchback,5.0,1139.0,6,100,Analog,5.0,Fabric,Manual,2530.0,R15,USB & Aux-in,2,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,46739,74500,89564,87409,113568,125619,122815,113390,100228,87266,91353,100975,73429,73685,66133,43986,39201,32345,17090,6445
232,Honda,Jazz,V Diesel,896500,1498.0,4.0,4.0,40.0,Diesel,1544.0,,3955,1694.0,Hatchback,5.0,1146.0,6,100,Analog,5.0,Fabric,Manual,2530.0,175/65R15,CD Player with USB & Aux-in,2,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,37738,53901,47374,63283,64870,76895,77222,77782,73326,71077,64533,72711,70986,77257,68079,58824,43404,29093,24270,14364
233,Honda,Jazz,Vx Diesel,940500,1498.0,4.0,4.0,40.0,Diesel,1544.0,,3955,1694.0,Hatchback,5.0,1155.0,6,100,Analog,5.0,Fabric,Manual,2530.0,175/65R15,,2,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,142,85,250,492,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Honda,Jazz,Exclusive Edition Cvt,928000,1199.0,4.0,4.0,40.0,Petrol,1544.0,,3955,1694.0,Hatchback,5.0,1066.0,5,89,Analog,5.0,Fabric,Automatic,2530.0,175/65R15,CD Player with USB & Aux-in,2,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,0,1,1,1,0,1,2,0,831,2669,6267,9817,9892,9775,9490,7383,7530,7601,1089,0
235,Jeep,Compass Trailhawk,2.0 Trailhawk 4X4 At,2680000,1956.0,4.0,4.0,60.0,Diesel,1657.0,,4398,1818.0,SUV,5.0,1654.0,9,173,Analog,5.0,Leather,Automatic,2636.0,225 / 60 R17,CD/MP3/DVD Player with USB & Aux-in,,Yes,Yes,Yes,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",1,1589,2245,2901,4274,4480,2900,5039,4788,5774,5636,5453,5521,5540,5776,3668,3875,2763,2679,1345,875
236,Jeep,Compass Trailhawk,2.0 Trailhawk (O) 4X4 At,2760000,1956.0,4.0,4.0,60.0,Diesel,1657.0,,4398,1818.0,SUV,5.0,1654.0,9,173,Analog,5.0,Leather,Automatic,2636.0,265 / 60 R17,CD/MP3/DVD Player with USB & Aux-in,,Yes,Yes,Yes,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",1,0,1058,2738,3631,6592,2557,1040,1297,158,2,0,0,0,0,0,0,0,0,0,0
237,Isuzu,Mu-X,4X2,2734834,2999.0,4.0,4.0,76.0,Diesel,1840.0,138.0,4825,1860.0,SUV,5.0,,5,177,Analog,7.0,Leather,Automatic,2845.0,245/70R17,DVD Player with USB & Aux-in,3,Yes,Yes,,,Yes,"Driver curtain airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",1,0,0,8,0,0,0,0,0,0,0,0,0,1,2,13,15,0,0,0,0
238,Isuzu,Mu-X,4X4,2931534,2999.0,4.0,4.0,76.0,Diesel,1840.0,138.0,4825,1860.0,SUV,5.0,,5,177,Analog,7.0,Leather,Automatic,2845.0,245/70R17,CD/MP3/DVD Player with USB & Aux-in,3,Yes,Yes,,,Yes,"Drive side airbag, Driver curtain airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",1,1041,1089,738,351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Mahindra,Alturas G4,2Wd At,2770150,2157.0,4.0,,70.0,Diesel,1845.0,,4850,1960.0,,,,7,178,Digital,,Leather,Automatic,2865.0,255/60 R18,CD/MP3/DVD Player with USB & Aux-in,,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,0,0,0,2,5499,13122,18490,18602,17120,16383,19267,19457,12296,10499,7394,5197,4503,3360,2943,1478
240,Mahindra,Alturas G4,4Wd At,3070150,2157.0,4.0,4.0,70.0,Diesel,1845.0,,4850,1960.0,SUV,5.0,,7,178,Digital,7.0,Leather,Automatic,2865.0,,CD/MP3/DVD Player with USB & Aux-in,,Yes,Yes,,,Yes,"Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag, Drive side airbag",1,7,10044,10768,13116,2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Volkswagen,Tiguan,Comfortline 2.0L Tdi Amt,2814500,1968.0,4.0,,71.0,Diesel,1672.0,,4486,1839.0,SUV,5.0,1720.0,8,141,Analog,5.0,Leather,Automatic,2677.0,215/65R17,CD/MP3/DVD Player with USB & Aux-in,,,Yes,,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger curtain airbag, Driver curtain airbag, Curtain airbags, Front passenger head airbag",1,15403,39672,38265,35323,33839,31140,23040,13018,9815,9585,10475,8915,3278,0,0,0,0,0,0,0
242,Volkswagen,Tiguan,Highline 2.0L Tdi Amt,3153500,1968.0,4.0,,71.0,Diesel,1672.0,,4486,1839.0,SUV,,1720.0,,141,Analog,,Leather,Automatic,2677.0,235/55R18,CD/MP3/DVD Player with USB & Aux-in,,,Yes,,,Yes,"Front passenger head airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Curtain airbags, Driver frontal airbag",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,59,213,255,90
243,Honda,Cr-V,2Wd Petrol Cvt,2827001,1997.0,4.0,,57.0,Petrol,1679.0,,4592,1855.0,SUV,5.0,,7,154,Digital,5.0,Leather,Automatic,2660.0,,CD Player with USB & Aux-in,,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Driver curtain airbag, Rear passenger center airbag, Curtain airbags",1,1871,3836,7115,11345,16291,17937,12404,14016,18212,16107,22124,23669,25666,23237,15525,14079,9870,6222,4594,3915
244,Honda,Cr-V,2Wd Diesel At,3067001,1597.0,,4.0,57.0,Diesel,1679.0,,4592,1855.0,SUV,5.0,,9,120,Digital,7.0,Leather,Automatic,2660.0,,CD/MP3/DVD Player with USB & Aux-in,,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Driver curtain airbag, Rear passenger curtain airbags, Curtain airbags",1,448,636,222,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Honda,Cr-V,Awd Diesel At,3277001,1597.0,,4.0,57.0,Diesel,1689.0,,4592,1855.0,SUV,5.0,1725.0,9,120,Digital,7.0,Leather,Automatic,2660.0,235 / 65 R18,CD Player with USB & Aux-in,,Yes,,,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Driver curtain airbag, Rear passenger center airbag",1,1043,1198,2028,1807,2367,268,33,28,24,20,44,33,106,121,133,181,21,13,8,10
246,Skoda,Superb Sportline,Sportline 1.8L Tsi At,2899599,1798.0,4.0,4.0,66.0,Petrol,1483.0,125.0,4861,1864.0,Sedan,4.0,1540.0,7,180,Analog,5.0,Leather,Automatic,2841.0,215/55 R17,CD/MP3/DVD Player with USB & Aux-in,3,Yes,Yes,,,Yes,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",1,25750,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,768,1074
247,Skoda,Superb Sportline,Sportline 2.0L Tdi At,3149599,1968.0,4.0,4.0,66.0,Diesel,1483.0,985.0,4861,1864.0,Sedan,4.0,1565.0,6,177,Analog,5.0,Leather,Automatic,2841.0,215/55 R17,CD/MP3/DVD Player with USB & Aux-in,,Yes,Yes,,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag",1,0,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
248,Audi,A3,35 Tdi Premium Plus,3021200,1968.0,4.0,4.0,50.0,Diesel,1416.0,18.0,4456,1796.0,Sedan,4.0,1340.0,6,143,Analog,5.0,Leather,Automatic,2637.0,205/55R17,CD Player with USB & Aux-in,2,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags",1,1169,2141,2416,5176,6968,3397,6858,6711,7589,7119,10503,7822,7110,8408,3515,1,0,0,0,0
249,Audi,A3,35 Tdi Technology,3221200,1968.0,4.0,4.0,50.0,Diesel,1416.0,18.0,4456,1796.0,Sedan,4.0,1340.0,6,143,Analog,5.0,Leather,Automatic,2637.0,205/55R17,CD Player with USB & Aux-in,2,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,529,1357,1170,940,0,0
250,Audi,A3,35 Tfsi Premium Plus,2920750,1395.0,4.0,4.0,50.0,Petrol,1416.0,,4456,1796.0,Sedan,4.0,1340.0,7,150,Analog,5.0,Leather,Automatic,2637.0,205/55R17,CD Player with USB & Aux-in,2,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver head airbag, Front passenger head airbag, Front passenger side airbag, Drive side airbag, Driver knee airbag, Rear passenger head airbags",1,2054,1874,1120,1790,2295,1718,113,1,0,0,7,1,5,5,0,2,1,2,0,0
251,Audi,A3,35 Tfsi Technology,3120750,1395.0,4.0,4.0,50.0,Petrol,1416.0,,4456,1796.0,Sedan,4.0,1340.0,7,150,Analog,5.0,Leather,Automatic,2637.0,205/55R17,CD Player with USB & Aux-in,2,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver head airbag, Front passenger head airbag, Front passenger side airbag, Drive side airbag, Driver knee airbag, Rear passenger head airbags",1,291,1130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,,Mercedes-Benz B-Class,B 180 Sport,2988311,1595.0,4.0,4.0,50.0,Petrol,1557.0,118.5,4393,1786.0,MPV,5.0,1425.0,7,122,Analog,5.0,Leather,Automatic,2699.0,205/55R16,CD/MP3/DVD Player with USB & Aux-in,3,Yes,Yes,,,Yes,"Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags, Drive side airbag, Front passenger pelvic airbag",1,2697,3097,3333,2600,1398,2029,898,307,0,0,0,0,0,0,0,0,0,0,0,0
253,,Mercedes-Benz B-Class,B 200 Cdi Sport,3089851,2143.0,4.0,4.0,50.0,Diesel,1557.0,65.0,4393,1786.0,MPV,5.0,1577.0,7,136,Analog,5.0,Leather,Automatic,2699.0,205/55R16,CD/MP3/DVD Player with USB & Aux-in,3,,Yes,,,Yes,"Driver pelvic airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Front passenger pelvic airbag, Driver frontal airbag",1,39,225,322,174,245,324,124,329,224,18,16,21,36,33,22,9,24,14,21,13
254,,Mercedes-Benz B-Class,B 180 Night Edition,3198662,1595.0,4.0,4.0,50.0,Petrol,1557.0,118.5,4393,1786.0,MPV,5.0,1425.0,7,122,Analog,5.0,Leather,Automatic,2699.0,205/55R16,CD/MP3/DVD Player with USB & Aux-in,3,Yes,Yes,,,Yes,"Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Front passenger pelvic airbag",1,16,55,24,0,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0
255,,Mercedes-Benz B-Class,B 200 Cdi Night Edition,3303282,2143.0,4.0,4.0,50.0,Diesel,1557.0,65.0,4393,1786.0,MPV,5.0,1577.0,7,136,Analog,5.0,Leather,Automatic,2699.0,205/55R16,CD/MP3/DVD Player with USB & Aux-in,3,,Yes,,,Yes,"Driver pelvic airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Front passenger pelvic airbag, Driver frontal airbag",1,232,500,202,148,96,289,351,122,0,0,0,0,0,1,0,0,0,0,0,0
256,,Mercedes-Benz Cla-Class,200 Sport,3599000,1991.0,4.0,4.0,56.0,Petrol,1432.0,1304.0,4630,1777.0,Sedan,4.0,1510.0,7,183,Analog,5.0,Leather,Automatic,2699.0,225/45R17,DVD Player with USB & Aux-in,3,Yes,Yes,,,Yes,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",1,3,1,3,6,2,168,446,519,1309,1428,1526,3764,3985,5179,5192,5419,4663,2927,1297,1275
257,,Mercedes-Benz Cla-Class,200 Cdi Style,3172000,2143.0,4.0,4.0,56.0,Diesel,1432.0,159.0,4630,1777.0,Sedan,4.0,1570.0,,136,Analog,5.0,Leather,Automatic,2699.0,225/45R17,DVD Player with USB & Aux-in,3,Yes,Yes,,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",1,5648,12489,13638,14311,16278,15198,14741,15771,13703,11781,18386,22363,27536,33661,25219,19748,17205,13894,12113,9009
258,,Mercedes-Benz Cla-Class,200 D Sport,3699000,2143.0,4.0,4.0,56.0,Diesel,1432.0,159.0,4630,1777.0,Sedan,4.0,1570.0,,136,Analog,5.0,Leather,Automatic,2699.0,225/45R17,DVD Player with USB & Aux-in,3,Yes,Yes,,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",1,0,44,8207,11754,14558,14660,15363,14649,12897,10448,10678,10689,12371,17925,12396,12205,8441,7782,5648,2361
259,Skoda,Kodiaq,Style 2.0 Tdi 4X4 At,3299599,1968.0,4.0,4.0,66.0,Diesel,1483.0,985.0,4861,1864.0,SUV,4.0,1565.0,6,177,Analog,5.0,Leather,Automatic,2841.0,215/55 R17,CD/MP3/DVD Player with USB & Aux-in,3,Yes,Yes,,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags",1,5420,7873,1389,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
260,Skoda,Kodiaq,Laurin And Klement,3678599,1968.0,4.0,4.0,66.0,Diesel,1483.0,985.0,4861,1864.0,SUV,4.0,1565.0,6,148,Analog,5.0,Leather,Automatic,2841.0,215/55 R17,CD/MP3/DVD Player with USB & Aux-in,3,Yes,Yes,,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags",1,0,0,0,0,0,23,165,295,629,1458,1300,0,0,0,0,0,0,0,0,0
261,Skoda,Kodiaq,Corporate Edition,3299599,1968.0,4.0,4.0,66.0,Diesel,1483.0,985.0,4861,1864.0,SUV,4.0,1565.0,6,177,Analog,5.0,Leather,Automatic,2841.0,215/55 R17,CD/MP3/DVD Player with USB & Aux-in,3,Yes,Yes,,,Yes,"Driver head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",1,0,0,0,0,0,0,0,0,0,0,79,1369,2048,2278,2579,2168,320,0,0,0
262,Dc,Avanti,Standard,3407407,2000.0,4.0,4.0,60.0,Petrol,1200.0,9.0,4565,2120.0,Coupe,2.0,1580.0,6,250,Analog,2.0,Fabric,Manual,2700.0,R20,CD/MP3 Player,,Yes,Yes,,,Yes,,0,3586,4663,5946,5726,6839,2754,0,0,0,0,0,0,0,1,37,289,373,424,795,820
263,Audi,Q3,30 Tdi Premium Fwd,3677200,1968.0,4.0,4.0,64.0,Diesel,1608.0,,4388,1831.0,SUV,5.0,1585.0,7,148,Analog,5.0,Leather,Manual,2603.0,215/65R16,DVD Player with USB & Aux-in,2,,Yes,,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",1,0,1,0,0,0,3,232,422,1289,1768,2882,2139,2,0,2,7,4,3,33,61
264,Audi,Q3,35 Tdi Quattro Premium Plus,3992200,1968.0,4.0,4.0,64.0,Diesel,1608.0,,4388,1831.0,SUV,5.0,1685.0,7,177,Analog,5.0,Leather,Automatic,2603.0,235/55R17,DVD Player with USB & Aux-in,2,Yes,Yes,,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,28,40,48,84,101
265,Audi,Q3,35 Tdi Quattro Technology,4361000,1968.0,4.0,4.0,64.0,Diesel,1608.0,,4388,1831.0,SUV,5.0,1585.0,7,177,Analog,5.0,Leather,Automatic,2603.0,235/55R17,DVD Player with USB & Aux-in,2,Yes,Yes,,,Yes,"Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",1,10537,16262,19585,17322,18273,17661,19598,20605,21027,19715,22439,24844,22718,23782,24300,21078,15897,9728,5099,2
266,Audi,Q3,30 Tfsi Premium,3496750,1395.0,4.0,4.0,64.0,Petrol,1608.0,,4388,1831.0,SUV,5.0,1585.0,7,150,Analog,5.0,Leather,Automatic,2603.0,235/55 R17,DVD Player with USB & Aux-in,2,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Drive side airbag",1,0,0,0,0,0,0,0,0,0,0,0,70,111,132,95,1,2,4,17,24
267,Mini,Cooper 5 Door,Cooper D,3600000,1496.0,3.0,4.0,44.0,Petrol,1425.0,,3982,1727.0,Hatchback,5.0,1295.0,6,116,,5.0,Leather,Automatic,,175/65 R15,CD Player with USB & Aux-in,2,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",0,4,9,11,44,7,0,0,0,0,0,0,0,0,0,0,10,3,7,12,2
268,Mini,Convertible,Cooper S,3830000,1998.0,4.0,4.0,44.0,Petrol,1415.0,,3850,1727.0,Convertible,2.0,1370.0,6,192,Analog,4.0,Leather,Automatic,,195 / 55 R16,CD Player with USB & Aux-in,2,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,0,1,2,1,6,3,7,2,8,3,3,8,10,4,5,10,11,7,2,7
269,Volvo,Xc40,D4 Momentum,3990000,1969.0,5.0,4.0,,Diesel,1652.0,,4425,1863.0,SUV,5.0,,8,190,Digital,5.0,Leather,Automatic,2702.0,235/55 R19,DVD Player with USB & Aux-in,,Yes,Yes,,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
270,Volvo,Xc40,D4 Inscription,4390000,1969.0,5.0,4.0,,Diesel,1652.0,,4425,1863.0,SUV,5.0,,8,190,Digital,5.0,Leather,Automatic,2702.0,235/55 R19,DVD Player with USB & Aux-in,,Yes,Yes,,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",1,0,0,0,0,0,0,0,0,0,0,4,248,201,345,397,575,555,573,540,207
271,Volvo,Xc40,T4 R-Design,3990000,1969.0,5.0,4.0,54.0,Petrol,1652.0,,4425,1863.0,SUV,5.0,,8,190,Digital,5.0,Leather,Automatic,2702.0,235/55 R18,DVD Player with USB & Aux-in,,Yes,Yes,Yes,Yes,Yes,"Drive side airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",1,0,0,0,0,0,1,3,0,6,3,11,19,27,28,33,51,34,29,6,12
272,Mini,Clubman,Cooper S,4120000,1998.0,4.0,4.0,,Petrol,1441.0,130.5,4253,1801.0,Hatchback,4.0,1960.0,,192,Analog,5.0,Leather,Manual,2670.0,195 / 55 R16,CD/MP3/DVD Player with USB & Aux-in,,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,0,0,0,0,0,0,0,0,0,0,1,4,2,2,4,57,210,166,390,311
273,Audi,A4,Premium Plus 35 Tfsi,4149000,1395.0,4.0,4.0,54.0,Petrol,1427.0,,4726,1842.0,Sedan,4.0,1450.0,7,150,Digital,5.0,Leather,DCT,2820.0,,CD/MP3/DVD Player with USB & Aux-in,,Yes,Yes,Yes,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",1,0,0,0,0,0,0,0,0,0,1,1,1,6,1,2,4,4,2,0,0
274,Audi,A4,Technology 35 Tfsi,4507000,1395.0,4.0,4.0,54.0,Petrol,1427.0,,4726,1842.0,Sedan,4.0,1450.0,7,150,Digital,5.0,Leather,DCT,2820.0,,CD/MP3/DVD Player with USB & Aux-in,,Yes,Yes,Yes,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",1,0,0,0,0,0,0,0,0,0,0,0,5,26,30,8,6,0,0,0,0
275,Mini,John Cooper Works,Hatch,4350000,1998.0,4.0,4.0,44.0,Petrol,1414.0,,3874,1727.0,"Sports, Hatchback",3.0,1330.0,8,231,Digital,2.0,Leather,Automatic,2495.0,"43.66 cm/17"" Light Alloy Wheels JCW Track Spoke, Black",CD Player with USB & Aux-in,,Yes,Yes,Yes,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,0,0,0,0,0,0,0,1,1,0,0,23,163,361,389,620,424,336,575,339
276,Jaguar,Xe,S Petrol,4498000,1997.0,4.0,4.0,61.0,Petrol,1416.0,,4691,1850.0,Sedan,4.0,1639.0,8,250,Analog,5.0,Leather,Automatic,2835.0,205 / 55 R17,CD/MP3/DVD Player with USB & Aux-in,,Yes,Yes,Yes,Yes,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",1,0,0,0,0,0,0,0,0,0,0,0,0,1285,3118,2793,0,0,36,853,761
277,Jaguar,Xe,S Diesel,4498000,1999.0,4.0,4.0,56.0,Diesel,1416.0,,4691,1850.0,Sedan,4.0,1611.0,8,180,Analog,4.0,Leather,Automatic,2835.0,205 / 55 R17,CD/MP3/DVD Player with USB & Aux-in,,Yes,Yes,Yes,Yes,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",1,0,0,0,0,0,0,0,0,0,0,0,1436,1462,2269,2011,1438,931,570,336,219
278,Jaguar,Xe,Se Diesel,4633000,1999.0,4.0,4.0,56.0,Diesel,1416.0,,4691,1850.0,Sedan,4.0,1611.0,8,180,Analog,4.0,Leather,Automatic,2835.0,205 / 55 R17,CD/MP3/DVD Player with USB & Aux-in,,Yes,Yes,Yes,Yes,Yes,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,99,76,69,72,45
279,Jaguar,Xe,Se Petrol,4633000,1997.0,4.0,4.0,61.0,Petrol,1416.0,,4691,1850.0,Sedan,4.0,1639.0,8,250,Analog,5.0,Leather,Automatic,2835.0,205 / 55 R17,CD/MP3/DVD Player with USB & Aux-in,,Yes,Yes,Yes,Yes,Yes,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",1,0,0,0,3,19,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0
280,Jaguar,Xf,2.0 Prestige,5436329,1999.0,4.0,4.0,74.0,Petrol,1460.0,684.5,4961,2091.0,Sedan,4.0,1730.0,8,247,Analog,5.0,Leather,Automatic,2960.0,235/55R17,CD/MP3/DVD Player with USB & Aux-in,3,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",1,0,0,0,0,0,0,0,0,0,0,0,523,5693,6628,6230,5811,5418,2870,289,0
281,Jaguar,Xf,2.0 Portfolio,6073446,1999.0,4.0,4.0,82.0,Petrol,1457.0,684.5,5252,1899.0,Sedan,4.0,1871.0,8,247,Analog,5.0,Leather,Automatic,3157.0,235/55R18,CD/MP3/DVD Player with USB & Aux-in,3,Yes,Yes,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",1,0,0,0,0,0,0,0,0,0,0,4,2,4,14,1,1,0,0,0,0
