,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Fuel_Tank_Capacity,Fuel_Type,Height,Mileage,Length,Width,Body_Type,Doors,Kerb_Weight,Gears,Power,Speedometer,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Audiosystem,Basic_Warranty,Bluetooth,CD_/_MP3_/_DVD_Player,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Airbags,Parking_Assistance,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
30,Maruti Suzuki,Alto K10,Vxi,394036.0,998.0,3.0,4.0,35.0,Petrol,1475.0,15.5,3545.0,1490.0,Hatchback,5.0,750.0,5,68,Analog,5.0,Fabric,Manual,2360.0,155/65R13,CD/MP3 Player,2,,Yes,,,Yes,Driver frontal airbag,0,150.0,326.0,404.0,667.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Maruti Suzuki,Alto K10,Lx,360843.0,998.0,3.0,4.0,35.0,Petrol,1475.0,1213.0,3545.0,1490.0,Hatchback,5.0,740.0,5,68,Analog,5.0,Fabric,Manual,2360.0,155/65R13,Not on offer,2,,,,,Yes,Driver frontal airbag,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Maruti Suzuki,Alto K10,Vxi (O),407238.0,998.0,3.0,4.0,35.0,Petrol,1460.0,15.5,3620.0,1475.0,Hatchback,5.0,755.0,5,68,Analog,5.0,Fabric,Manual,2360.0,155/65R13,Not on offer,2,,Yes,,,,Driver frontal airbag,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,163.0,193.0,234.0
33,Maruti Suzuki,Alto K10,Lxi Cng (O),439777.0,998.0,3.0,4.0,35.0,CNG,1475.0,744.9869706840391,3545.0,1490.0,Hatchback,5.0,740.0,5,59,Analog,5.0,Fabric,Manual,2360.0,155/65R13,Not on offer,,,,,,,Driver frontal airbag,0,0.0,0.0,0.0,28.0,140.0,24.0,111.0,149.0,64.0,75.0,158.0,215.0,399.0,550.0,510.0,901.0,225.0,0.0,0.0,0.0
34,Maruti Suzuki,Alto K10,Vxi Amt (O),438559.0,998.0,3.0,4.0,35.0,Petrol,1475.0,15.5,3545.0,1490.0,Hatchback,5.0,755.0,5,68,Analog,5.0,Fabric,Automatic,2360.0,155/65R13,CD Player with USB & Aux-in,,,Yes,,,,Driver frontal airbag,0,0.0,0.0,0.0,0.0,11.0,159.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Datsun,Go,D,374990.0,1198.0,3.0,4.0,35.0,Petrol,1507.0,744.9869706840391,3788.0,1636.0,Hatchback,5.0,864.0,5,68,Analog,5.0,Fabric,Manual,2450.0,155/70R13,Not on offer,2,,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,202.0,287.0,52.0,0.0,0.0,0.0,0.0,1.0,100.0,124.0,149.0,151.0,75.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Datsun,Go,T,468229.0,1198.0,3.0,4.0,35.0,Petrol,1507.0,744.9869706840391,3788.0,1636.0,Hatchback,5.0,864.0,5,68,Analog,5.0,Fabric,Manual,2450.0,155/70R13,USB & Aux-in,2,,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,15.0,38.0,35.0,48.0,46.0,94.0,86.0,97.0,63.0,112.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Datsun,Go,T (O),502492.0,1198.0,3.0,4.0,35.0,Petrol,1507.0,744.9869706840391,3788.0,1636.0,Hatchback,5.0,864.0,5,68,Analog,5.0,Fabric,Manual,2450.0,155/70R13,USB & Aux-in,2,,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,0.0,37.0,140.0,181.0,134.0,173.0,88.0,6.0,0.0,0.0,0.0,0.0,3.0,49.0,24.0,54.0,6.0,1.0,1.0,0.0
38,Datsun,Go,A (O),499990.0,1198.0,3.0,4.0,35.0,Petrol,1507.0,744.9869706840391,3788.0,1636.0,Hatchback,5.0,864.0,5,68,Analog,5.0,Fabric,Manual,2450.0,155/70R13,Not on offer,2,,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,191.0,688.0,421.0,243.0,334.0,310.0,301.0,278.0,278.0,241.0,285.0,417.0,526.0,753.0,967.0,90.0,0.0,0.0,1.0,0.0
39,Datsun,Go,A,469990.0,1198.0,3.0,4.0,35.0,Petrol,1507.0,744.9869706840391,3788.0,1636.0,Hatchback,5.0,864.0,5,68,Analog,5.0,Fabric,Manual,2450.0,155/70R13,Not on offer,2,,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,94.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
