2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
8218,3935,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,12,2774,2622,2640,2902,2394,1928,1320
0,0,0,0,0,0,0,0,0,1,195,5040,6519,6159,6757,6310,6111,4397,2979,1203
1619,4478,5585,10692,12422,8855,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,3235,5549,7023,8709,10025,12452,11370,10449,8967,10615,8134,6529,61,0,1,0,0,0,0
166,400,710,884,1086,972,1038,1148,1027,1557,1397,559,942,1309,1477,1257,1903,2080,679,731
0,0,0,0,0,107,1060,783,809,1102,1302,1121,1276,2135,1930,878,832,902,916,1085
4,25,321,558,1487,2122,1218,137,592,304,750,841,970,2422,3348,2694,2668,2377,1826,1057
0,0,0,0,0,0,0,0,0,0,0,84,18,482,346,0,0,0,0,0
1652,2969,2319,18,0,4,434,574,892,887,5,81,136,105,1,0,0,0,0,0
64,249,412,861,986,1352,1522,922,57,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,1,1,0,397,759,557,1312,460,0,0,0,0,0,0
1898,1798,2314,3953,10422,5874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,621,365,248,257,484,330,209,154,120,153,310,178,222,90,79,131,136,126,176
0,87,1535,1764,1811,2211,2305,1506,127,459,479,1799,1956,1187,838,481,336,199,24,36
4053,9763,8519,7692,8583,10038,10192,10630,12737,8692,10526,9787,7187,4052,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,125,776,833,220,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,1,158,196,117,208,251,157,108,62,26,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,10
18234,8932,6089,4047,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1723,2731,3267,1272,646,672,381,799,34,0,0,0,0,0,0,0,0,0,0
8935,17372,15738,12866,12588,13631,14575,12910,13392,11119,14469,14514,3860,4010,6687,6392,3556,0,0,0
936,1814,519,906,1214,1327,1588,1054,0,0,0,0,0,0,0,0,0,0,0,0
3395,4854,5621,7998,8936,11499,11445,10386,9588,7734,7450,6429,3108,2018,1845,1214,851,504,247,73
3,0,0,0,1,0,1,0,137,787,928,703,1614,1727,1405,1110,800,335,88,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37,32,27
1161,2724,2752,3126,3182,4082,2958,2205,2046,1835,2128,1723,1450,2137,3725,2507,1726,561,0,0
871,339,1920,1645,2129,2589,2689,1294,1660,3531,3128,2462,0,0,0,0,0,0,0,1
17323,32594,34280,35672,37482,21628,19877,18981,13582,8320,4919,3225,2402,2476,2430,2537,14,95,30,36
4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4502,8099,6753,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,852,623,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2608,3641,5478,5686,6239,5526,5768,5155,4577,3295,26,0,0,0,0,0,0,0,0
6370,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,89,97,65,61,39,31,29,19,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
0,0,0,0,0,0,7,24,39,28,26,30,48,72,43,25,39,2,0,0
96,160,172,87,62,87,19,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,5,12,7,2,5,7,7,9,0
0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,0,1
4296,1,0,0,2,16,27,13,8,7,690,1061,1451,1540,1386,1494,1359,1350,813,127
15762,22509,26722,33138,31681,23571,7066,5869,6664,6017,6809,5622,5598,8251,9712,9904,7746,7043,5881,5174
0,0,0,0,26,42,11647,13265,10553,12448,14631,10409,11822,16295,9213,9834,9459,6830,5114,2734
36052,48419,45902,42860,41679,37174,31705,29258,24856,13994,9955,7992,8007,10975,10701,7613,4092,3751,2499,1525
1245,1815,2606,2788,2827,3361,3687,3647,4184,3779,0,0,0,0,0,0,0,0,0,0
1058,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,362,240,0,0,0,0,0,0,0,0,0,0,0
0,3,205,309,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21,29,46,42,75,170,335,67,179,233,391,520,386,0,0,0,0,0
0,0,0,0,4,340,433,63,0,0,1,106,190,364,534,895,108,184,227,204
0,0,0,0,0,0,0,10,8,28,31,32,67,0,0,0,0,0,0,0
0,0,0,17,69,43,0,0,128,549,89,0,0,0,0,1072,2045,1849,1522,1291
0,0,0,0,0,0,0,0,1,21,937,1494,1934,2998,2174,37,0,0,0,0
0,0,0,0,0,68,205,199,765,964,1443,1427,1810,2395,2387,954,0,0,0,0
555,1134,1411,1427,1852,2613,2869,1477,0,0,0,0,0,0,0,74,199,215,263,110
45,70,136,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,279,271,211,219,255
4142,4443,4486,3656,3607,2972,792,0,0,0,0,0,0,0,0,0,0,0,0,0
247,385,380,394,532,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10,17,13,28,130,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,411,1668,2137,1036,433,333
0,0,0,0,0,1,0,0,0,0,0,60,104,423,416,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,1213,2552,2885,2092,1127,0,0,0,0
1621,1880,1554,2000,2319,1287,1619,1808,1736,1786,2521,1169,0,0,0,0,0,0,0,0
341,472,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,51,51,148,172,219,212,270,318,196
3899,3336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,7,4,3,2,8
70,78,60,75,81,95,74,44,37,59,101,85,159,170,185,214,195,227,339,220
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3
23,44,53,32,71,56,44,41,36,89,130,59,0,0,0,0,0,0,0,0
73,72,75,74,75,69,71,51,1,8,51,28,68,74,79,60,29,0,0,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,105
0,0,0,0,0,0,0,0,0,0,0,0,2,8,43,111,141,106,50,0
101,222,346,466,792,777,650,2,0,0,0,0,0,0,0,0,0,0,0,0
2,12,0,0,2,1,1,34,113,149,157,186,318,137,0,0,0,0,0,0
14,23,39,31,52,52,39,72,70,88,107,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,3,55,26,0,0,0,0,0
18,58,92,57,88,103,107,110,29,0,0,1,0,0,0,0,0,0,0,0
408,512,599,629,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,39,66,70,121,158,127,23,8,33,47,95,117,159,97,85,47,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,17,22,35,61,4
0,0,0,0,0,0,0,0,0,1,0,1,0,5,1,4,1,4,0,0
0,0,0,0,0,0,0,0,1,1,2,0,0,2,4,5,7,2,0,0
4091,8360,7936,7537,10122,10018,8556,8764,9205,11110,13546,14206,9958,3795,2203,2032,1761,802,0,0
4232,4276,6899,8013,10650,11950,8663,5315,5337,6010,9590,9399,8545,8119,7285,5927,2112,29,0,0
0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,7,574,515,357
0,0,0,0,14,721,628,786,811,932,1791,2022,3502,3465,1864,521,0,0,0,0
1025,4376,3234,4645,7113,7152,6919,4891,3563,5439,7544,6727,6599,5393,3344,2336,1211,657,246,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119,150
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2721,16161,9522,4732,4854,2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2938,1411,5924,6961,7169,7249,7121,5514,1651,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,178,538,674,317,306,211,0,0,0,0,0,0
0,0,0,0,0,0,1,1,2,2,11,12,16,3,0,1,1,137,312,250
0,0,0,0,0,0,0,0,0,0,0,1,3,5,3,7,24,24,15,5
882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,3988,4060,4408,3972,2864,2752,3011,3034,3299,4548,4059,5179,7313,6251,3306,3329,4260,3173,1812
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,151,100,84,144
0,0,0,0,0,0,0,0,0,25,100,313,473,779,847,632,775,139,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,97,110,82,31
1,7,9,43,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,52,51,84,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,120,195,149,85,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,153,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,28,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,12,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,145,194,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,2,2,0,6,0,5,5,8,6,10,24,65,11,37,9
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,17,9,0
34775,47026,40848,39355,37366,27082,24248,16288,5591,5864,6895,7892,8325,8348,7638,5597,3008,3482,2535,1719
5205,9067,4122,3138,1605,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2720,3975,3821,5540,5293,5664,8342,7238,5929,3864,5035,5094,4474,3854,3472,804,0,0,0,0
9676,21683,28412,39648,37729,40124,33031,31068,30455,23539,17034,16194,17711,17238,15638,15552,12784,10175,6250,3443
37,6,3,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,90,109,99,110,166,223,241,478,51,172,228,304,364,208
7782,8497,8408,8032,7755,3182,109,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,839,3341,4625,3242,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,24,3050,2868,4300,4044,5294,5118,4088,2371,1936
349,1021,988,1437,2112,2945,608,862,1056,1367,1245,1413,1824,2482,2176,1312,2,0,0,1
9725,18372,20137,20884,20580,21722,21475,20415,16076,15448,13652,8591,5754,7593,5649,6916,7162,5595,1996,1507
167,139,62,96,80,172,655,610,74,64,13,5,5,4,3,3,3,3,4,9
1,1,0,3,214,560,2,0,116,305,215,211,344,649,168,0,0,0,0,0
9386,17092,16435,12308,10312,8715,3401,0,0,0,0,0,0,0,0,0,0,0,0,0
11711,17627,19632,12766,9509,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5327,3527,5810,4168,5366,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,395,624,679,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7,3173,3980,4407,2721,2996,3184,2542,3146,3319,3027,1786,2662,2074,1952,1145
0,0,0,0,0,0,0,157,309,413,260,244,364,559,506,0,0,0,0,0
563,1807,1951,2114,1988,2128,1706,1055,1348,1034,1015,1034,1193,1698,1374,781,964,1042,646,579
212,328,352,537,662,766,1036,1071,396,225,313,441,706,697,714,1052,1706,1908,888,234
544,898,1356,3077,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1193,4737,4773,4558,5479,2492,2014,2406,3129,3387,3579,4753,3118,1943,2188,2454
219,186,158,176,168,165,41,36,18,9,9,4,9,6,9,3,8,10,7,10
810,1980,1859,1849,1346,929,3,0,0,0,0,0,0,0,1,0,0,104,144,97
0,0,0,0,0,0,0,0,0,0,0,0,1,10,52,162,176,229,74,0
0,0,0,0,1,125,645,662,567,486,446,454,502,457,385,364,226,0,0,0
729,2114,1432,1238,990,525,572,485,506,318,426,414,113,71,66,40,23,17,11,8
2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2236,3260,2566,2853,3059,2400,1628,192,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,348,473,261,58,21,0,0,0,0,0,0,0,0,0,0,0
0,351,932,923,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,215,189,603,240,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,112,1567
0,0,0,0,0,0,1,2,9,68,178,256,88,41,272,1190,2552,2675,1744,1
3923,7252,5149,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,4,105,761,1191,858,449,106
8158,1075,0,0,0,0,0,0,0,0,0,0,1,0,78,388,623,455,366,118
0,0,0,0,0,0,0,0,0,0,0,0,5,26,190,715,1211,904,424,129
0,0,35,49,91,62,64,54,61,63,102,29,0,0,0,0,0,0,0,0
3432,5746,6930,7302,8451,1240,742,1415,1696,2103,2720,2891,4993,1475,0,0,0,0,0,0
26817,36432,38958,35837,35204,33563,23176,15965,17780,17225,20724,21460,18921,25790,19133,19879,19128,15697,10833,2859
9758,16288,13653,10329,7969,8206,10813,10867,10168,8760,1393,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,12,857,838,1230,2091,1835,0,0,0,0,0,0,0,0
3083,2595,2622,2535,2192,2007,844,1430,880,674,574,472,426,33,340,54,0,0,0,0
1155,1598,1627,5801,9514,11368,8517,12825,14337,14263,10673,7208,8311,7845,8843,11168,8475,6308,5074,1483
0,0,0,118,1279,1981,3663,2608,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,945,1103,2118,1252,0,0,0,0,0,0,0,0,0,0,0
1425,1477,2251,3860,3263,4702,3869,2488,2278,2377,1952,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,526,691,223,109
0,0,0,0,0,0,0,528,1572,1833,2881,4604,5896,5715,4641,3505,794,78,113,91
0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,5,4,9,0
1195,3929,5496,101,0,0,0,0,0,0,0,0,1,1,3,1,1,0,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,77,78
0,0,0,0,0,0,0,0,0,0,3,264,143,384,554,531,287,5,0,0
1,0,0,0,0,0,0,0,0,0,2,0,1,1,4,3,4,7,11,12
0,0,0,0,0,4,15,0,28,1534,2212,1462,1818,1161,1366,1376,277,55,26,91
701,1114,1069,1250,1381,1542,1784,2245,0,0,0,0,0,0,0,0,0,0,0,0
4407,8195,10457,8198,10295,12296,7149,2046,1200,1476,1791,1592,2263,1905,136,272,381,43,0,0
0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,2,8,4,8,4
566,651,969,955,1392,1743,1401,841,619,1025,975,643,1169,2954,4078,5713,5516,2869,1847,1211
0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,637,1163,860,547,229
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,99,91,45
0,0,0,0,2,12,4,4,5,5,1,7,1,0,0,0,0,0,0,0
101,84,60,54,102,97,62,60,50,86,76,71,40,47,22,29,0,0,0,0
0,1,9,5,7,6,1,6,3,0,0,0,0,0,0,1,15,11,23,35
10,25,28,29,31,28,28,21,19,29,35,34,32,22,14,23,25,0,0,0
0,0,0,0,0,0,0,0,0,0,0,128,347,574,769,1202,1327,449,86,0
87,104,139,155,185,172,133,132,133,331,612,222,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,31,2334,9077,7738,4787,4198,1928
0,0,0,0,1,0,0,0,0,73,854,26,11,11,6,7,35,16,2,1
265,213,58,111,98,74,19,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,14,3,0
0,0,1,0,0,0,0,0,0,20,253,551,0,0,0,0,0,0,0,0
94,130,148,234,145,138,144,125,137,154,0,0,0,0,0,0,0,0,0,0
17697,18506,23275,35455,36790,38016,36929,35049,26803,19905,4898,0,0,0,0,0,0,0,0,0
8098,5040,4885,4613,3966,4040,3081,1298,479,450,0,0,0,0,0,0,0,0,0,0
6266,8433,9599,12179,10781,13116,14232,11531,11629,12910,16759,17162,15998,15554,22424,22432,17910,17717,12880,8139
0,0,1,0,1,0,1,0,2,14,108,204,184,198,360,380,2,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,0
0,0,0,5109,10861,15077,22024,11838,11810,12564,15125,16285,17709,14887,11636,5,0,0,0,0
0,0,37,100,258,220,225,511,294,308,214,1,0,0,0,0,0,0,0,0
8,8,7,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,330,396,412,662,507,688,723,1616,1643,956,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11,24,47,62,162,209,90,84,46
0,0,0,0,0,0,0,505,1879,2206,4399,3968,0,0,0,0,0,0,0,0
0,0,0,0,0,0,18,11,12,40,5,11,39,45,21,4,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,16,1249,1830,1373,1146,888,421
0,0,1971,4080,6287,7823,1369,0,0,0,0,0,0,0,0,0,0,0,0,0
32264,49307,47376,57548,58132,56147,44914,45787,41187,34500,33155,25705,16116,13323,3,0,0,1,0,3
0,1,0,0,0,1,3,4,2,1,2,13,11,12,11,8,7,4,4,16
0,0,0,0,0,0,0,0,0,0,0,1,10,3,1,7,11,21,6,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,60,337,677,560,451,310
4508,5587,8884,16721,14851,8218,3851,1595,1696,2131,1468,2151,3763,5430,7122,6932,4958,2919,1000,143
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,2,4,4,16,11,9,18,5,17,30,3
0,0,0,0,0,0,1,1,1,1,1,105,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,2,7,9,18,52,78,17
0,0,0,0,0,0,0,0,0,1,10,27,75,83,102,99,90,87,70,0
0,0,0,0,0,0,0,0,0,2,30,28,37,39,53,54,54,36,41,43
0,0,0,1,0,0,10,168,335,403,459,383,224,310,101,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,156,883,1607,1081,0,0,0,0
0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,1176,2120,2028
0,0,0,0,0,0,8702,16321,16162,14985,15221,14296,14322,12438,10998,2813,0,1,0,0
4663,5106,8072,11504,17127,18261,7108,0,0,0,0,0,0,0,0,0,0,0,0,0
11694,11904,12383,16154,18517,17536,16087,3496,0,0,0,0,0,0,0,0,1,0,0,0
3,2,0,0,0,0,2,0,0,12,1,916,2103,5170,14419,22062,22662,17178,12835,7603
0,0,0,0,0,0,1000,2983,16653,27400,35060,37620,35981,39319,13494,1,0,1,0,0
13103,19851,18310,16970,26342,28485,30165,34913,15442,0,0,0,0,0,0,0,0,0,0,0
11837,19082,18881,15897,6715,8338,8624,11705,11817,12079,10745,997,0,0,0,0,0,0,0,0
1,0,0,0,0,1,1,2,1,0,0,0,0,1,2,1,1,1,329,1849
0,0,0,0,0,0,0,0,0,7,0,476,3374,17015,17340,13130,11208,8010,4893,1172
4090,6772,8857,9543,15339,14992,13326,12174,12367,12202,17617,19317,17472,2198,1,0,0,0,0,1
0,0,0,0,0,0,0,0,31,162,288,671,560,335,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,1,8,0,0,0,0,0,431,1627,1616,1490
0,0,0,0,0,0,0,1,1,267,1714,2076,2318,4557,5151,3697,1088,1,0,0
4864,5619,5264,734,1729,1813,1841,2611,2393,2374,2835,22,0,0,0,0,0,0,0,0
1635,1952,401,487,977,1164,1623,3434,4778,3673,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,1,0,3,58,55,74,82,99,108,73,35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,82
0,0,0,0,0,0,0,0,4,2,57,190,276,667,513,272,290,231,3,0
0,0,0,0,0,6,188,290,398,571,713,233,0,0,0,0,0,0,0,0
191,220,106,224,197,191,114,114,17,27,4,6,2,0,1,0,1,1,1,2
8,54,34,49,104,264,267,263,457,612,818,831,766,135,2,6,15,12,2,3
171,450,1420,1347,1305,1088,1140,1012,314,2,0,0,0,0,0,0,0,0,0,0
0,0,0,9,441,517,401,317,68,0,0,0,0,0,0,0,0,0,0,0
0,0,3,11,35,20,15,21,172,90,0,0,0,0,0,0,0,0,0,0
0,35,1123,1144,1777,1705,1713,1779,2262,2249,2091,1711,1437,1270,1212,1104,1376,1364,770,77
0,0,0,0,258,1127,1627,2197,2136,2674,1689,4,0,0,0,0,0,0,0,1
2497,3049,469,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
387,695,592,497,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,696,762,958,722,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
651,910,883,924,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,2459,1982,1775,1587,1628,1454,1206,1444,1143,1534,1304,1591,1963,2418,2464,2047,2087,1939,1218
0,0,0,0,0,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0
157,189,229,0,445,980,1129,1210,1038,678,737,766,965,1447,1625,2987,1837,2241,1979,1852
2868,3409,1869,1782,2843,2407,1922,2193,2003,1282,936,881,594,771,988,1530,1377,708,0,0
201,257,405,0,641,997,1156,1012,306,520,518,627,849,1361,1364,150,1,0,0,0
3780,4764,3880,5341,4143,3508,1153,0,0,0,0,0,0,0,0,0,0,0,0,0
495,822,779,953,339,659,744,723,641,355,311,99,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6,49,103,139,135,204,260,201,144,29,0,0,0
0,0,0,0,0,0,0,0,0,0,4,7,14,30,51,63,40,23,14,9
0,0,0,0,0,0,0,0,12,39,48,67,60,0,0,0,0,0,0,8
0,0,0,0,0,0,0,4,23,27,19,35,50,65,0,0,33,35,23,27
0,0,0,0,0,0,0,4,49,119,208,186,176,310,330,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,27,24
12853,19247,20864,18742,24286,23047,18625,5989,0,0,0,0,0,0,0,0,0,0,0,0
10568,16083,19682,18500,22571,25051,27004,21319,16399,20268,28942,21758,24519,34267,29989,19828,17566,13120,8775,5263
0,0,0,0,1,0,0,0,104,356,408,413,766,1230,649,584,421,199,220,109
0,0,0,0,0,0,3,8,40,0,0,0,0,0,0,0,0,0,0,0
262,851,657,1072,1262,1014,95,0,0,0,1,0,0,0,0,0,0,0,0,0
8029,10811,10995,13903,19252,3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,632,1380,1470,1207,2047,2150,1612,1706,1568,1083,796,534
488,946,928,672,0,0,0,0,0,1,98,1419,428,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,335,1940,2377,1835,3568,2359,1381,1341,1231,883,510,184
208,218,258,304,282,309,170,177,133,40,16,16,43,28,20,8,1,5,3,1
1100,2525,2111,5225,5287,6821,7605,8081,10518,16435,21008,13051,11245,14360,10780,7722,4327,5699,6780,4806
0,0,0,0,0,0,0,1,252,2377,3008,1794,3753,2732,3613,4938,1399,0,0,0
8,287,569,1061,1105,3745,5055,4585,5277,10469,14864,4985,8325,11015,8687,5726,3042,317,2,0
794,626,708,975,1034,495,413,436,484,550,476,390,410,328,149,26,2,4,3,0
0,226,807,1413,3005,5165,937,1003,1364,2716,4607,1859,3595,612,0,0,1,0,0,0
1,0,20,13,38,75,33,70,167,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,31,44,54,0
0,0,0,0,0,0,0,0,37,1356,708,0,0,0,0,0,0,0,0,0
6279,2231,1737,963,1527,1723,845,321,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5,19,18,22,106,53,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7
50,63,98,109,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,39,51,64,60,90,66,71,92,98,113,4,0,0,0,0,0,0,0,0
29,45,62,7,37,30,41,33,28,37,33,27,70,60,55,49,31,12,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23
31,50,74,78,87,101,97,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11,135,927,1401,1725,1588,1581
0,0,0,0,0,0,0,0,0,0,0,0,3,3,37,499,1104,1086,936,828
0,0,0,0,0,0,0,0,0,0,0,0,9,23,295,1756,4008,3388,2732,1383
0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,56,213,16,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,314
0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,164,586,170,0,0
0,0,0,0,0,0,2,8,200,2798,4174,4890,9081,11704,10250,6882,4317,1865,1370,1186
0,0,0,0,1,0,0,1,21,414,748,814,1375,1706,1896,1755,1493,921,838,575
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
768,2475,2294,5121,3795,2272,1994,1673,1562,1400,491,557,833,929,891,892,1193,779,401,170
0,0,0,0,0,520,848,1691,2030,1701,1899,2419,3204,4206,2830,1691,754,0,0,0
10508,14841,11686,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1028,872,738,446
7565,11040,8983,9446,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,81,108,112,5,7
0,0,0,0,0,0,1,664,1407,2256,1941,1045,0,0,0,1,0,0,0,1
8253,13255,12520,15531,18864,18993,20830,17881,15656,16353,13639,11705,8744,7593,6003,3859,3043,2627,986,444
13516,18968,20765,18362,17031,19085,21450,14062,11756,9149,8516,7478,7724,8615,6399,3546,2891,2346,1286,682
297,1287,1244,1446,2193,2697,3153,3538,1787,0,0,0,0,0,0,0,0,0,0,0
2777,4268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,87,1212,793,740,1019,1295,1538,134,0,0,3,39,238,451,688,342,316,183,136
278,4546,5125,6091,7762,8116,9264,7125,3808,1,0,0,0,0,0,0,0,0,0,0
9326,14679,16476,17421,19681,18075,15232,19590,15134,13427,12811,15979,13647,12192,11698,10249,8191,6185,4664,3362
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
12213,14566,13625,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7310,8778,7547,6052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11363,19631,16501,18337,21156,20500,18624,12554,13744,13854,11950,8874,8097,9246,8272,5643,4032,3209,2240,1392
0,501,2154,4010,4422,3458,6004,3611,190,0,0,0,0,0,0,0,0,0,0,0
