2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
0,0,0,0,3,1727,2781,2729,2518,1712,1451,1273,2517,3113,583,0,0,0,0,0
3050,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4779,6775,7577,9087,8818,5125,5149,4158,4559,3353,2278,1334,567,416,433,529,403,272,112,0
0,0,49,10875,13146,12673,12401,10478,6920,5398,3940,587,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,894,1307,1275,2136,1484,0,0
703,1926,3825,4613,5060,5412,0,0,0,0,0,0,7,164,1658,2015,785,0,0,0
598,1878,3339,4574,5499,2138,3767,4540,4804,4085,5920,6391,5287,2381,1079,898,731,2,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,83,297,811,1305,408,0,0
724,697,733,886,1048,1227,816,418,513,89,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,54,106,58,75,124,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
202,310,326,412,350,362,334,11,119,46,53,215,106,171,208,375,221,27,1,0
4,57,493,597,625,431,253,145,103,25,51,142,81,110,66,31,0,0,0,0
496,725,1064,1360,2108,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,76,84,144,123,116,121,122,69,0,0,0,0,0,0,0,0,0,0,0
206,1008,884,842,1192,1111,1142,846,468,933,969,642,691,1053,1234,1498,1336,1114,546,391
11,108,159,78,149,170,115,10,20,126,819,785,1092,1942,1852,2278,1852,1922,1253,1092
0,0,0,0,0,0,0,0,0,1,55,280,309,59,0,0,0,0,0,9
1,0,0,1,0,3,4,178,249,483,509,524,501,548,878,941,747,424,255,275
64,74,14,106,187,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,571,645,458,757,783,248,289,314,594,591,435,359,506,606,485,341,45,0,0
0,5,105,304,335,282,341,73,136,141,81,0,0,0,0,0,0,0,0,0
318,918,1093,597,739,633,625,586,555,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1848,13273,12326,4915,4742,4770,6177,0,0,1323,2414,2135,1026,58,71
0,1046,1417,2180,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,7,44
0,2129,4069,6345,7963,7356,34,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,23,255,5,0,0,0,0,0,0,0,0,0,0
3924,3579,5654,5765,253,0,0,0,0,0,0,0,23,1583,1442,1983,2093,1609,1117,798
862,1169,477,934,1036,968,863,871,904,744,663,845,1248,1804,1832,2008,2485,2178,1732,1208
0,0,0,0,0,0,30,88,184,11,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,26,433,405,668,658,363,283,58
0,0,0,0,0,61,3208,3589,3913,1607,1563,2835,2114,0,0,0,0,0,0,0
7975,10931,10021,7932,10623,12592,10318,9017,9491,6732,6900,8586,9898,10442,6455,2369,1,176,498,222
877,2027,2740,3045,3487,3935,6699,3492,2134,2455,2313,2569,3210,3398,1554,0,0,0,0,0
5141,12497,11938,10936,11040,5699,525,1174,939,1604,2064,2463,3013,3774,3327,3816,3725,2719,1982,1141
0,0,0,0,0,0,0,0,0,0,0,0,7,721,873,1914,2395,2537,2090,1435
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,2,0,4
22120,10317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,1186,1762,2362,2195,1266,606,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,1209,1375,1939,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,59,7,3,2,0,0,3,0,0,1,1,0,2,1,2,1,0
0,1121,12484,12936,14999,16921,16941,14231,8704,9808,10307,12871,14782,14886,74,0,0,0,0,0
0,1,1378,2795,4088,3999,3802,4000,6335,6077,10296,9827,8464,9765,9394,7921,6522,4600,2253,1733
16537,21768,21371,20584,22027,23005,19227,15142,14868,13026,12325,13448,12731,11327,10500,2004,0,0,0,0
398,385,0,0,1,1,1,2,0,2,1,3,0,1,0,0,36,50,139,36
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1066,1741,2163,2013,1645,1428
16351,17346,18052,13014,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17817,14079,4,56,9,10,22,6,7,7,20,1684,4988,7416,19400,18980,13335,10325,7375,3885
0,0,0,1,1,13,34,53,59,48,48,76,91,80,111,43,57,51,57,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
250,316,449,615,644,717,946,1578,1217,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,2,14,5,16,72,20,8,6,11,6,22,68
0,1,0,0,0,0,0,0,1,0,1,4,2,1,1,6,2,1,3,3
0,0,0,0,0,10,837,1326,2367,2546,3835,6466,12,0,0,0,0,0,0,0
341,620,648,504,665,815,775,440,454,550,714,468,744,1354,1668,2240,2152,1592,1245,1247
0,0,0,0,0,1,0,0,0,0,0,0,0,0,654,743,1061,1165,1015,842
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,40
0,0,0,27,0,0,1,0,0,0,0,1,1,3,698,946,1033,1013,696,738
1650,3059,4648,4949,5731,5088,6924,5829,6138,6383,9281,6805,7181,7162,3994,2861,1112,196,92,164
2723,3573,937,867,1135,1115,840,1113,839,22,0,1,0,0,1,0,1,0,0,0
431,516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12450,9458,7278,7696,7930,6200,6756,6522,3712,4230,4541,3949,6438,8206,8079,9289,8709,7229,5353,3095
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,102,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7
0,0,0,0,0,0,0,2,618,1078,1275,1310,0,0,0,0,0,0,0,0
0,0,827,2141,3512,3280,3153,3373,3131,4063,730,0,0,0,1,0,0,0,0,0
20813,27557,27188,25666,28590,31025,29225,29127,27768,16479,19710,26669,25444,24872,22153,24004,21479,19227,15589,12369
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,34
0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,60,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,35,57,70,1,0
0,0,0,0,0,0,0,0,1,1,1,2,6,8,43,72,40,93,99,156
0,4716,5240,7160,9170,10590,13213,7623,47,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,225,3703,3761,4341,4674,4317,6450,3669,1514,1880,2004,2123,2336,1373,1347
0,0,0,0,2,91,483,223,412,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11,842,2139,2776,7377,6671,1056,340,1102,1067,732,1,0,0,0,0,0
6020,20595,28741,45275,57009,49244,55257,61849,55697,53252,64991,51501,59771,65907,47892,36609,20319,15954,12820,7679
0,0,49,208,499,561,708,780,0,0,0,0,0,0,0,0,0,0,0,0
3196,3412,359,17,0,0,0,0,116,175,240,120,121,422,154,100,3,0,0,0
45080,50763,50042,50049,73362,86840,75586,76413,79535,67713,65057,66071,69691,57993,34960,28477,23338,19848,13771,9124
18139,15112,12519,2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,171,425,232,136
18195,21625,15903,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,7408,12737,15459,23111,30531,27838,24382,26411,34315,24496,19901,242,0,0,0,0,0,0,1
0,0,26,4340,6500,8328,7861,8296,9952,17771,13227,8046,9161,9068,8718,6631,5564,1311,0,0
0,21463,30468,34620,40031,43356,32204,13084,838,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,45,126,133,90,0,0,0
58,48,68,66,47,54,57,29,22,1,0,0,4,14,0,2,3,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,35,667,632,476
0,0,0,0,0,0,0,0,3,1,0,0,51,689,1177,700,572,202,0,0
0,0,0,0,0,0,0,0,0,5,12,2178,1818,2395,2737,2012,513,0,1,3
0,0,0,0,1,0,0,0,0,0,1,3255,20567,19777,12589,6928,4417,2504,1653,1445
0,4091,5377,9510,13720,5223,0,0,0,0,0,1,1,0,1,0,0,1,0,0
216,387,790,1055,1452,1037,741,840,581,313,62,116,87,82,47,4,2,6,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,36,86,89,28,1
0,0,8,7,8,11,12,1,3,0,1,170,92,110,0,0,0,0,0,0
0,6,4721,10416,11645,14830,28877,30676,19185,17073,24214,15461,27378,26048,20638,14114,12360,7288,4494,2139
1521,2510,2181,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,905,1483,2273,3285,3699,4482,2262,686,2219,1945,2721,3495,4050,4725,5644,4600,2817,2444
0,0,0,0,0,0,0,0,0,2,7,1,0,1,393,2703,2358,2290,2012,1145
266,1162,2525,2780,2130,2074,1281,1279,1244,1205,934,692,410,65,38,8,3,1,3,0
1532,1440,3,0,0,55,40,49,14,0,0,0,0,0,0,0,0,0,0,0
188,1201,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
615,736,60,91,41,565,575,675,820,682,596,388,535,575,566,648,489,83,34,52
0,0,1,256,1968,2959,3893,3733,3181,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,37,523,332,455,378,1395,2176,1539,3334,4131,1764,0,0,1,0,0
0,0,0,0,0,0,0,0,96,2413,3978,2456,2161,2691,1837,0,0,0,0,0
41724,57451,63029,70652,66862,70714,68748,59564,56308,56671,52675,52868,54196,58383,48023,39567,28821,30106,26767,15737
0,507,1119,1732,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,31,395,1143,1724,1506,1693,1943,1525,1069,1915,2926,4715,3904,75,11,6,2,0
0,0,0,4,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,545,1440,1464,2245,1657
5940,7269,11706,14577,16057,17089,16758,14231,16984,21439,15668,17179,16908,18066,14125,10568,8467,7221,4711,2729
0,0,0,0,0,7,27,90,99,162,98,141,132,144,130,84,62,26,0,0
26210,36314,43389,44732,51815,52347,45125,39453,38569,41599,40550,26297,30123,29503,27773,24740,22975,20201,12835,8287
0,0,601,4403,5244,5571,3862,4538,4668,6544,7028,6070,1110,1,0,1,33,5,0,0
1430,4416,2763,2886,2819,3023,2802,2153,1851,1989,885,760,1072,1564,1606,1775,1244,893,585,284
7521,6758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24794,37182,30636,26625,19237,20860,16098,12827,9620,7370,7435,7250,5388,1,0,0,0,0,0,0
2224,3301,1614,3288,4083,4351,3327,2515,2025,1872,825,1297,1841,2644,2458,1955,1158,324,1,0
2138,2629,3549,3947,3528,3829,4874,5244,5745,6219,5685,6637,6800,8471,7605,6688,4816,833,0,0
1020,2219,1642,1253,1226,1128,1089,924,684,700,873,485,1081,1292,95,63,53,22,21,20
16839,21258,15803,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3302,6939,10060,8701,10441,16280,21475,20066,13854,1,0,0,0,0,0,0,0,0,0,0
203,820,1133,2198,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,165,4525,2998,3204,3738,2107,0,0,0,0,0
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,258,1627,2632,5777,6321,3982,2948,165,0,0,0,0,1
0,0,0,0,0,0,0,748,1383,794,24,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,2,230,280,485,763,990,1284,1395,1315,551,682,647,408,335
0,0,0,0,0,0,1,39,1424,1736,2599,3260,4364,2979,3007,2995,2360,1466,1015,747
1078,1098,888,1109,1190,1343,1600,1583,2008,2171,775,61,468,896,1547,2214,2054,1886,1386,595
0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,1
0,0,0,0,176,394,388,439,386,458,684,550,903,1075,555,757,766,800,694,482
1025,2050,2389,1368,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8110,12787,13181,15226,15667,16427,11707,2499,0,1,6,1,0,0,2,1537,2079,1525,1150
0,0,1,0,0,0,0,6,3230,4577,5602,5811,7165,4133,4310,3816,1657,0,0,0
2928,4648,3798,3158,3795,3359,3757,3638,4765,2703,252,0,0,0,0,0,0,0,0,1
0,0,1,15,747,1983,1967,1709,1569,2161,3022,4070,3812,3269,3432,4489,4264,3899,3935,2854
2353,4296,3864,2859,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24281,14894,6616,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7694,11182,10840,14994,14808,12830,9102,5250,5046,4727,4548,3373,308,0,0,0,0,0,0,0
0,0,0,17,1006,1586,1710,1549,1360,1863,1447,1067,1059,1423,1347,1524,963,626,119,0
4969,7495,6475,5564,5254,2756,2319,2438,3003,4368,6392,3633,1879,3232,3547,4614,3901,1507,0,0
0,0,0,2,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
